 ,SAM_code,samp_id,station,date,time,net_size_um,high_algae,high_detritus,high_silt,no_micro_tally,no_meso_tally,samp_num,tow,id_by,scope,mag,id_date,num_of_jars,num_of_vials,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml,vsed_ml,comments
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Ergasilus spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Eucyclops spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Limnoithona sinensis adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Limnoithona spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Limnoithona spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Limnoithona tetraspina adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Macrocyclops spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Mesocyclops spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Microcyclops spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Oithona davisae adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Oithona similis adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Oithona spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Oithona spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Paracyclops spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CYCLOPOIDS,Tropocyclops spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Acartia spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Acartia spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Acartiella sinensis adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Acartiella sinensis copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Calanoid UNID adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Calanoid UNID copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Diaptomidae adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Diaptomidae copepodite,1,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Eurytemora affinis adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Eurytemora affinis copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Labidocera spp adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Labidocera spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Osphranticum labronectum adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Osphranticum spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Paracalanus parvus adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Paracalanus parvus copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Pseudodiaptomus euryhalinus adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Pseudodiaptomus forbesi adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Pseudodiaptomus forbesi copepodite,6,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Pseudodiaptomus marinus adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Pseudodiaptomus spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Sinocalanus doerrii adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Sinocalanus doerrii copepodite,2,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Tortanus dextrilobatus adult,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CALANOIDS,Tortanus spp copepodite,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Acantholeberis spp,8,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Alona spp,4,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Alonella spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Bosmina spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Camptocercus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Ceriodaphnia spp,3,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Chydorus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Cladocera UNID,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Daphnia spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Diaphanosoma spp,144,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Disparalona spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Eurycercus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Graptoleberis spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Holopedium spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Ilyocryptus spp,2,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Kurzia spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Latona spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Leydigia spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Macrothrix spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Moina spp,2,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Monospilus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Picripleuroxus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Pleuroxus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Pseudochydorus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Scapholeberis spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Sida spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,CLADOCERA,Simocephalus spp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,HARPACTICOIDS,Harpacticoids,1,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Amphipoda,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Annelida,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Bivalve,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Bivalvia veliger,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Crab zoea,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Cumacean,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Gastropod,1,10,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Gastropod veliger,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Hydrachnidia,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Insect larvae,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Isopoda,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Jellyfish,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Larval fish,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Mysidae,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Nematoda,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Polychaete,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Polychaete larvae,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Shrimp,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Shrimp larvae,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0910_LIS_ZOOP150,LIS,8/22/2023,9:10:00,150,TRUE,FALSE,TRUE,TRUE,TRUE,19,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MACROZOOPLANKTON,Tardigrada,0,0,2500,1,2500,1,NA,Three larval fish present in sample
NDFS,NA,20230822_0920_PRS_ZOOP150,PRS,8/22/2023,9:20:00,150,TRUE,TRUE,TRUE,TRUE,TRUE,20,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MICROZOOPLANKTON & NAUPLII,Asplanchna spp,0,0,2500,1,2500,1,NA,Cleaned and removed two large vegetation from sample
NDFS,NA,20230822_0920_PRS_ZOOP150,PRS,8/22/2023,9:20:00,150,TRUE,TRUE,TRUE,TRUE,TRUE,20,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MICROZOOPLANKTON & NAUPLII,Bdelloid,0,0,2500,1,2500,1,NA,Cleaned and removed two large vegetation from sample
NDFS,NA,20230822_0920_PRS_ZOOP150,PRS,8/22/2023,9:20:00,150,TRUE,TRUE,TRUE,TRUE,TRUE,20,NA,TEC,Olympus SZX10,100x,1/16/2024,1,NA,MICROZOOPLANKTON & NAUPLII,Brachionus spp,0,0,2500,1,2500,1,NA,Cleaned and removed two large vegetation from sample
